name,price,images,category,source_url,description
سلطة طحينية الغزال 180غم,4.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000075-0dd0c089-05cc-41c8-9463-db09de09be93.png?generation=1784744184516093&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000075,
سلطة خضراوات الغزال 180غم,4.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000076-477c02bf-aed4-4378-ac91-01946c8d7ef7.png?generation=1784744115643239&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000076,
سلطة ذرة الغزال 200غم,5.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000077-05fada5f-dc32-4290-9b23-8fee04f18d8c.png?generation=1784753438683857&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000077,
سلطة كولسلو الغزال 180غم,4.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000078-025b007f-611d-4b8f-83c1-403fc63f179c.png?generation=1784753557213336&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000078,
ملفوف نايس 400 غم,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000083-ea3f0c8b-2c9c-4e3b-ac5d-04861a0108c8.png?generation=1784753642612519&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000083,
متبل باذنجان نايس 400 غم,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000084-75699cfc-39b4-4626-9cd2-3dec2f870ffc.png?generation=1784792722665416&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000084,
ملفوف ابيض الغزال 400 غم,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000086-828f4e4a-cdfb-47b0-9aa9-3a698ad9a098.png?generation=1783553882377194&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000086,
متبل باذجان نايس 750 غم,11.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000088-ac4c1e1f-e64a-4664-80fb-f82f134d564c.png?generation=1772460452251122&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000088,
سلطة ملفوف حمودة 500 غم,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000089-44027a8c-52a9-46f6-9dda-f3b16e72e033.png?generation=1784791832938093&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000089,
سلطة كولسلو الغزال 800غم,12.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000107-723ca7f4-a5a7-4a5f-bf9d-8d6d8944c8a3.png?generation=1784791907106311&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000107,
سلطة خضار الغزال 110غم,2.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000108-72ebc318-23b8-4b2e-aaad-73b06b4a784b.png?generation=1784791989971708&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000108,
سلطة ملفوف احمر الغزال 110غم,2.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000109-18988f8c-1858-46a6-a7b8-069396cc12c8.png?generation=1784792059606290&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000109,
متبل باذنجان الغزال 110غم,2.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000110-bf56ba94-111c-49a3-b141-35eeeff916b7.png?generation=1784792154298842&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000110,
متبل باذنجان حمودة 900غم,12.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000111-12a8f7da-703c-433f-95f0-bdd9c0017382.png?generation=1784792218009531&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000111,
سلطة ملفوف احمر حمودة 900غم,12.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000112-8f1edbb9-3e60-461b-acb6-35d6e9d6cad9.png?generation=1783551508707393&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000112,
سلطة ذرة الغزال 100غم,2.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000113-6a7487de-9c0d-4fb6-8ca6-58327c9d9f8e.png?generation=1784792315871727&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000113,
سلطة بقدونسية الغزال 110غم,2.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000114-ca470fbb-7a20-4b87-9eb5-09d62869f3d4.png?generation=1783559498731711&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000114,
سلطة تركية الغزال 110غم,2.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1000116-aa03fe6f-afc7-4643-99ec-336212b628cb.png?generation=1784792482903711&alt=media,ثلاجة الاغذية,https://biddimarket.ps/orders/category/متبل-وسلطات/product/1000116,
مخلوطة معلاق خاروف 500غم,20.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500007-WhatsApp%20Image%202024-12-20%20at%2016.44.07_39aa7e4d-no-bg.png?generation=1735219799414552&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500007,
قص خاروف للحشي 500غم,30.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500011-IMG-20241220-WA0093-no-bg.png?generation=1735219818568694&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500011,
كفتة عجل 250غم,19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510001-IMG-20241220-WA0091-no-bg.png?generation=1735219824377574&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510001,
راس عصفور عجل للقلي 250غم,19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510005-IMG-20241220-WA0088-no-bg.png?generation=1735219850108151&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510005,
شاورما عجل مكسيكانو 500غم,40.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510010-IMG-20241220-WA0081-no-bg.png?generation=1735219882020324&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510010,
لحمة عجل صاجية 500غم,39.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510011-%D9%84%D8%AD%D9%85%20%D8%B9%D8%AC%D9%84%20%D8%B5%D8%A7%D8%AC%D9%8A%D8%A9-no-bg.png?generation=1736006515246247&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510011,
كفتة عجل مع خاروف 250غم,19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510014-IMG-20241220-WA0091-no-bg.png?generation=1735219892937003&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510014,
شقف خاروف مع عظم للطبخ 500غم,55.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500002-67cf01f5-d8d3-46df-879b-e97b15c66da3.png?generation=1785782736786505&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500002,
شقف خاروف بدون عظم للطبيخ 500غم,75.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500003-254ecaad-c33b-4ff5-b5b2-0fb9e9607284.png?generation=1785782833866090&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500003,
شقف خاروف للشوي بدون عظم 500غم,75.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500004-a292734a-6395-42de-9064-f81522ac42d7.png?generation=1785782933165267&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500004,
قص خاروف مقطع 500غم,30.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500005-c1065dde-3b27-49fe-9256-6a3be231089b.png?generation=1785783047091825&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500005,
سلعوت خاروف 500غم,56.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500006-0b15ba66-5c0f-409e-9962-c2d9a5dc9e5a.png?generation=1772637876833025&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500006,
رقبة خاروف للحشي 1 كيلو,115.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500008-26d01659-2344-41d7-8abf-bc2b5b6848a5.png?generation=1785783323317625&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500008,
شقف خاروف للشوي مع عظم 500غم,55.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1500010-d7edf5e9-9be1-464a-83c4-d36110c73fb6.png?generation=1785783466822759&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-خاروف-(-درويش-الحج-حسن-)/product/1500010,
مفرومة عجل 250غم,19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510002-d54482ba-dc24-4a8d-9646-48e0ce7f2c6a.png?generation=1772637695763735&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510002,
مطحونة عجل ساده 250غم,19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510003-44646065-daee-4eda-a168-044a8b796bde.png?generation=1772637712819433&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510003,
شقف عجل للطبيخ 250 غم,19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510004-dc0d8048-ac7c-4bf9-80aa-8fb91d90ae8a.png?generation=1772637629584477&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510004,
كبدة عجل 500غم,5.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510007-da289fcd-4cd1-4f42-ab2c-ec2c4db98567.png?generation=1772637574825723&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510007,
ستيك عجل (انتركوت) 500غم,44.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510008-913cf0ac-5eaa-48ec-9933-e692a974c869.png?generation=1772637777927799&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510008,
كلاوي عجل 500غم,20.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510012-0db48302-8518-4623-acc1-83c7b06f3681.png?generation=1772637821938647&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510012,
صنية كفتة عجل مع خضار,85.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510013-8e27803b-4055-4e76-a005-e15b3f89d440.png?generation=1772638380177361&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510013,
اسادو عجل 1 كيلو,48.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510016-0824ebb1-759d-445b-8058-7e1efb88e2c3.png?generation=1774976983439681&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510016,
فليه عجل حج حسن 500غم,55.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510024-IMG_9869.jpg?generation=1766064328499893&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510024,
صنية مكسيكانو عجل لشخصين,65.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1510027-d38c68f8-2516-4dcf-8480-d3bbbb73e0a1.png?generation=1772638239828585&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-عجل-(درويش-الحج-حسن-)/product/1510027,
شاورما صدر حبش طازج 500غم ( عاشور ),18.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520001-98bc6dba-7697-4df6-b5bb-be8713a26738.png?generation=1785774504469195&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520001,
شاورما فخاد حبش طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520002-602905b9-d67c-478a-b1b6-bcb3bd864da3.png?generation=1785774523057330&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520002,
صدر حبش ستيك طازج 500غم ( عاشور ),18.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520003-3b355de9-6654-4e4d-8fee-1b5b64119931.png?generation=1785774540808583&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520003,
صدر حبش راس عصفور طازج 500غم ( عاشور ),18.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520004-c2b0f492-4511-460b-b954-246fd3dc3e1d.png?generation=1785774563510339&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520004,
فخاذ حبش راس عصفور طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520005-c5e66f37-5994-41f7-a696-96c399c5f07d.png?generation=1785774980124672&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520005,
فخاذ حبش طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520006-e54cbf37-e890-4f51-ae4b-09c67b2437a1.png?generation=1785774585054556&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520006,
كفتة صدر حبش طازج 500غم ( عاشور ),18.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520007-5db142f8-1dba-4814-8353-7cb9843d46f0.png?generation=1785774607328700&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520007,
كبدة حبش طازج 500غم ( عاشور ),10.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520008-dd65846b-1a4a-4806-853a-0f8a88ef9fbe.png?generation=1785774627328090&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520008,
موزات حبش محشي طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520009-b3b5812a-30b5-4ff0-8912-81e4ef2dd903.png?generation=1785774784958765&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520009,
موزات حبش طازج 500غم ( عاشور ),24.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520010-5635433f-0bd9-4017-9039-7b84053f242f.png?generation=1785774672114064&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520010,
شنتسل حبش مبهر طازج عاشور (10 شيقل),10.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520011-45ec3074-b98c-4d5a-8c46-55acadfdbec3.png?generation=1785774696591383&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520011,
زنجر حبش مبهر طازج عاشور (10 شيقل),10.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520012-a7afabe8-d00e-4f7a-a2ec-d71dd736bcaa.png?generation=1785774718039975&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520012,
شاورما حبش صدر وفخاد طازج 500غم ( عاشور ),20.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520013-ebc38f4f-5328-4d71-b861-e8d7e953d050.png?generation=1785774741053851&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520013,
صدر حبش شيش طاووق مبهر طازج 500غم ( عاشور ),19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520014-4000a5fe-aefe-4baf-98a6-a90df10b6dc4.png?generation=1785774809584417&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520014,
فخاذ حبش شيش طاووق مبهر طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520015-b4903aa8-2e7b-4937-9497-4b20f3319eb8.png?generation=1785774861374206&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520015,
كفتة فخاد حبش طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520016-5db142f8-1dba-4814-8353-7cb9843d46f0.png?generation=1785774891745149&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520016,
مفرومة سفاين حبش طازج 500غم ( عاشور ),18.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520017-3abdf204-ec0b-4943-be83-e579fc2ed315.png?generation=1785774915072069&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520017,
مفرومة فخاد حبش طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1520018-65c7bd76-120b-4128-9250-ebff63c1f71a.png?generation=1785774934605513&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-حبش-(-عاشور)/product/1520018,
صدر دجاج مسحب ستيك طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1530001-3b355de9-6654-4e4d-8fee-1b5b64119931.png?generation=1785775156642921&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-دجاج-(طازج-ومفرز)/product/1530001,
صدر دجاج مسحب راس عصفور طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1530002-c2b0f492-4511-460b-b954-246fd3dc3e1d.png?generation=1785775644714120&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-دجاج-(طازج-ومفرز)/product/1530002,
شاورما صدر دجاج طازج 500غم ( عاشور ),21.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1530004-98bc6dba-7697-4df6-b5bb-be8713a26738.png?generation=1785775175003142&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-دجاج-(طازج-ومفرز)/product/1530004,
شاورما فخاذ دجاج طازج 500غم ( عاشور ),19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1530005-602905b9-d67c-478a-b1b6-bcb3bd864da3.png?generation=1785775191883261&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-دجاج-(طازج-ومفرز)/product/1530005,
فخاد دجاج مسحب ستيك طازج 500غم ( عاشور ),19.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/1530006-ef7911c7-e509-4962-b61f-9b5de5b28239.png?generation=1785775225240872&alt=media,لحوم طازجة,https://biddimarket.ps/orders/category/لحم-دجاج-(طازج-ومفرز)/product/1530006,
خبز عادي 1 شيقل,1.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130001-130001-ai-optimized.png?generation=1768045906904114&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130001,
خبز تورتيلا علي 30 سم 10 قطع,12.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130002-130002-ai-optimized.png?generation=1768046001066116&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130002,
خبز تورتيلا علي 25 سم 10 قطع,11.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130004-130004-ai-optimized.png?generation=1768046035814926&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130004,
خبز برغر 5 قطع,4.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130005-130005-ai-optimized.png?generation=1768047018817288&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130005,
خبز توست اسود شرائح دوليسول,12.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130011-130011-ai-optimized.png?generation=1768046663439807&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130011,
خبز تورتيلا لزيزة 6 قطع 30سم,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130034-130034-ai-optimized.png?generation=1768048113017500&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130034,
قرشلة الشارقة 700غم,10.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130043-130043-ai-optimized.png?generation=1768048325188880&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130043,
خبز تورتيلا قمح علي 25 سم 10قطع,12.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130003-b29a31c5-0d0d-4226-979d-686fa3f2197a.png?generation=1785495251733709&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130003,
خبز فينو مقطع,5.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130006-ad4e73cd-b19b-4d57-a2b9-2eb6d2e0d1c4.png?generation=1772564471300880&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130006,
خبز بكيت,4.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130007-ee7b1570-23fe-4a5e-bb81-378d641898fc.png?generation=1784807936603463&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130007,
قرشلة علبة,10.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130010-f56cbb8e-4d06-4061-aded-1ff1b67a6943.png?generation=1784808727813999&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130010,
خبز فينو مقطع قمح,5.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130016-66054d9e-5826-4bd2-9e82-3cc901f13386.png?generation=1785499222316607&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130016,
خبز بكيت بالسمسم,4.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130017-0d4447b5-6047-4675-9be1-8e654a09cb04.png?generation=1784808092243387&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130017,
خبز برغر 5 قطع بالسمسم,4.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130018-07002adf-7498-452b-a706-8e467655813e.png?generation=1786203555272665&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130018,
قرشلة عادل 700 غم,10.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130032-cecf2391-7825-4cac-94cc-c761d55afbd0.png?generation=1786203351130059&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130032,
خبز لبناني اسمر,5.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130033-437f3127-54e8-4bbb-97c6-42d4fcdce079.png?generation=1784808835536384&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130033,
خبز توست بالقمح النور,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130040-24b7c7bf-192f-465b-b949-b1bb7ad318ab.png?generation=1784808326461436&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130040,
خبز توست ابيض النور,7.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130041-df0cf37e-26f3-4153-8b0e-c14b33621c87.png?generation=1784808641447685&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130041,
خبز توست بالحبوب النور,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130042-63412dd6-e076-4307-93e5-9feaa03c0ff2.png?generation=1784808505763668&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130042,
تورتيلا 15سم 10 قطع علي,7.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130048-693edf17-a9ed-4d43-afa3-e3076e1c17cb.png?generation=1770735451693944&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130048,
خبز تورتيلا علي مشوي 25 سم 8 قطع,12.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130026-5e7eec15-a949-4e7c-a130-c65d133dc65a.png?generation=1773951015651798&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130026,
خبز النور بجيت قمح,6.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/130051-4ce973f3-3941-48ec-af47-29cca66c613f.png?generation=1785154584694831&alt=media,مخبوزات,https://biddimarket.ps/orders/category/مخبوزات/product/130051,
خضار مشكلة الاسلامية 500غم,7.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/090119-090119-ai-optimized.png?generation=1768139511510553&alt=media,مجمدات,https://biddimarket.ps/orders/category/خضراوات-مجمدة/product/090119,
خضار مشكلة الباشا 700غم,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/090002-25741500-1c52-42fa-948a-e53951044f01.png?generation=1784809900218552&alt=media,مجمدات,https://biddimarket.ps/orders/category/خضراوات-مجمدة/product/090002,
بطاطا الباشا 700غم,9.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/090003-c1acd590-d04e-460d-8b0b-3d8ca0e91858.png?generation=1786204139549585&alt=media,مجمدات,https://biddimarket.ps/orders/category/خضراوات-مجمدة/product/090003,
بازيلاء الباشا 700غم,9.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/090004-1af62797-bb95-4d3f-a002-c72461533ae0.png?generation=1786204273621138&alt=media,مجمدات,https://biddimarket.ps/orders/category/خضراوات-مجمدة/product/090004,
بازيلاء مع جزر الباشا 700غم,8.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/090005-41e3d76d-bde1-4799-9abf-d0750f5c1b60.png?generation=1784809260051104&alt=media,مجمدات,https://biddimarket.ps/orders/category/خضراوات-مجمدة/product/090005,
فاصولياء خضراء الباشا 700غم,9.00,https://storage.googleapis.com/download/storage/v1/b/biddimarket-assets/o/090006-71593337-59a7-441c-b37f-b812f70db75e.png?generation=1784810817371865&alt=media,مجمدات,https://biddimarket.ps/orders/category/خضراوات-مجمدة/product/090006,
